2021-03-17 12:09:16,794 [main:66] - Compilation checking started
2021-03-17 12:09:24,500 [main:66] - Compilation checking started
2021-03-17 12:09:24,501 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,502 [main:17] - Swap 30 of 101
2021-03-17 12:09:24,502 [main:40] - SWAPING PsiElement(val) and Element(USER_TYPE)
2021-03-17 12:09:24,586 [main:66] - Compilation checking started
2021-03-17 12:09:24,588 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,588 [main:17] - Swap 31 of 101
2021-03-17 12:09:24,589 [main:40] - SWAPING PsiElement(LPAR) and PsiElement(IDENTIFIER)
2021-03-17 12:09:24,681 [main:66] - Compilation checking started
2021-03-17 12:09:24,682 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,682 [main:17] - Swap 32 of 101
2021-03-17 12:09:24,683 [main:40] - SWAPING PsiElement(LBRACE) and Element(TYPE_PARAMETER)
2021-03-17 12:09:24,769 [main:66] - Compilation checking started
2021-03-17 12:09:24,770 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,771 [main:17] - Swap 33 of 101
2021-03-17 12:09:24,771 [main:40] - SWAPING PsiElement(LPAR) and PsiElement(val)
2021-03-17 12:09:24,857 [main:66] - Compilation checking started
2021-03-17 12:09:24,858 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,859 [main:17] - Swap 34 of 101
2021-03-17 12:09:24,859 [main:40] - SWAPING PsiElement(LPAR) and Element(VALUE_ARGUMENT)
2021-03-17 12:09:24,976 [main:66] - Compilation checking started
2021-03-17 12:09:24,978 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:24,978 [main:17] - Swap 35 of 101
2021-03-17 12:09:24,979 [main:40] - SWAPING Element(REFERENCE_EXPRESSION) and PsiElement(IDENTIFIER)
2021-03-17 12:09:25,062 [main:66] - Compilation checking started
2021-03-17 12:09:25,503 [main:17] - Swap 36 of 101
2021-03-17 12:09:25,504 [main:40] - SWAPING PsiElement(MUL) and Element(VALUE_ARGUMENT_LIST)
2021-03-17 12:09:25,595 [main:66] - Compilation checking started
2021-03-17 12:09:25,596 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:25,597 [main:17] - Swap 37 of 101
2021-03-17 12:09:25,597 [main:40] - SWAPING Element(VALUE_ARGUMENT_LIST) and PsiElement(else)
2021-03-17 12:09:25,689 [main:66] - Compilation checking started
2021-03-17 12:09:25,690 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:25,691 [main:17] - Swap 38 of 101
2021-03-17 12:09:25,691 [main:40] - SWAPING Element(VALUE_PARAMETER_LIST) and Element(DOT_QUALIFIED_EXPRESSION)
2021-03-17 12:09:25,787 [main:66] - Compilation checking started
2021-03-17 12:09:25,789 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:25,790 [main:17] - Swap 39 of 101
2021-03-17 12:09:25,790 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(LITERAL_STRING_TEMPLATE_ENTRY)
2021-03-17 12:09:25,908 [main:66] - Compilation checking started
2021-03-17 12:09:26,466 [main:17] - Swap 40 of 101
2021-03-17 12:09:26,466 [main:40] - SWAPING Element(VALUE_ARGUMENT_LIST) and PsiElement(fun)
2021-03-17 12:09:26,551 [main:66] - Compilation checking started
2021-03-17 12:09:26,553 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:26,554 [main:17] - Swap 41 of 101
2021-03-17 12:09:26,554 [main:40] - SWAPING PsiElement(CLOSING_QUOTE) and PsiElement(RPAR)
2021-03-17 12:09:26,641 [main:66] - Compilation checking started
2021-03-17 12:09:26,642 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:26,643 [main:17] - Swap 42 of 101
2021-03-17 12:09:26,644 [main:40] - SWAPING PsiElement(RBRACE) and PsiElement(OPEN_QUOTE)
2021-03-17 12:09:26,742 [main:66] - Compilation checking started
2021-03-17 12:09:26,744 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:26,745 [main:17] - Swap 43 of 101
2021-03-17 12:09:26,745 [main:40] - SWAPING Element(LITERAL_STRING_TEMPLATE_ENTRY) and Element(REFERENCE_EXPRESSION)
2021-03-17 12:09:26,878 [main:66] - Compilation checking started
2021-03-17 12:09:27,346 [main:17] - Swap 44 of 101
2021-03-17 12:09:27,346 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(TYPE_REFERENCE)
2021-03-17 12:09:27,441 [main:66] - Compilation checking started
2021-03-17 12:09:28,021 [main:17] - Swap 45 of 101
2021-03-17 12:09:28,021 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(DOT_QUALIFIED_EXPRESSION)
2021-03-17 12:09:28,122 [main:66] - Compilation checking started
2021-03-17 12:09:28,123 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:28,124 [main:17] - Swap 46 of 101
2021-03-17 12:09:28,124 [main:40] - SWAPING PsiElement(val) and PsiElement(else)
2021-03-17 12:09:28,210 [main:66] - Compilation checking started
2021-03-17 12:09:28,211 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:28,212 [main:17] - Swap 47 of 101
2021-03-17 12:09:28,212 [main:40] - SWAPING Element(REFERENCE_EXPRESSION) and PsiElement(REGULAR_STRING_PART)
2021-03-17 12:09:28,301 [main:66] - Compilation checking started
2021-03-17 12:09:28,808 [main:17] - Swap 48 of 101
2021-03-17 12:09:28,809 [main:40] - SWAPING PsiElement(COLON) and PsiElement(REGULAR_STRING_PART)
2021-03-17 12:09:28,913 [main:66] - Compilation checking started
2021-03-17 12:09:28,914 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:28,915 [main:17] - Swap 49 of 101
2021-03-17 12:09:28,915 [main:40] - SWAPING PsiElement(RBRACE) and Element(VALUE_ARGUMENT)
2021-03-17 12:09:29,012 [main:66] - Compilation checking started
2021-03-17 12:09:29,014 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:29,014 [main:17] - Swap 50 of 101
2021-03-17 12:09:29,015 [main:40] - SWAPING Element(RETURN) and PsiElement(val)
2021-03-17 12:09:29,111 [main:66] - Compilation checking started
2021-03-17 12:09:29,113 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:29,113 [main:17] - Swap 51 of 101
2021-03-17 12:09:29,114 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(REFERENCE_EXPRESSION)
2021-03-17 12:09:29,217 [main:66] - Compilation checking started
2021-03-17 12:09:29,672 [main:17] - Swap 52 of 101
2021-03-17 12:09:29,672 [main:40] - SWAPING Element(REFERENCE_EXPRESSION) and PsiElement(IDENTIFIER)
2021-03-17 12:09:29,761 [main:66] - Compilation checking started
2021-03-17 12:09:30,184 [main:17] - Swap 53 of 101
2021-03-17 12:09:30,184 [main:40] - SWAPING Element(VALUE_PARAMETER) and PsiElement(OPEN_QUOTE)
2021-03-17 12:09:30,271 [main:66] - Compilation checking started
2021-03-17 12:09:30,272 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:30,273 [main:17] - Swap 54 of 101
2021-03-17 12:09:30,273 [main:40] - SWAPING PsiElement(EQ) and Element(LITERAL_STRING_TEMPLATE_ENTRY)
2021-03-17 12:09:30,369 [main:66] - Compilation checking started
2021-03-17 12:09:30,814 [main:17] - Swap 55 of 101
2021-03-17 12:09:30,814 [main:40] - SWAPING Element(USER_TYPE) and Element(OPERATION_REFERENCE)
2021-03-17 12:09:30,900 [main:66] - Compilation checking started
2021-03-17 12:09:30,901 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:30,902 [main:17] - Swap 56 of 101
2021-03-17 12:09:30,902 [main:40] - SWAPING PsiElement(REGULAR_STRING_PART) and PsiElement(LPAR)
2021-03-17 12:09:30,980 [main:66] - Compilation checking started
2021-03-17 12:09:30,981 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:30,981 [main:17] - Swap 57 of 101
2021-03-17 12:09:30,982 [main:40] - SWAPING PsiElement(LBRACE) and PsiElement(IDENTIFIER)
2021-03-17 12:09:31,064 [main:66] - Compilation checking started
2021-03-17 12:09:31,065 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:31,065 [main:17] - Swap 58 of 101
2021-03-17 12:09:31,066 [main:40] - SWAPING PsiElement(CLOSING_QUOTE) and Element(TYPE_REFERENCE)
2021-03-17 12:09:31,180 [main:66] - Compilation checking started
2021-03-17 12:09:31,181 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:31,182 [main:17] - Swap 59 of 101
2021-03-17 12:09:31,182 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(VALUE_PARAMETER)
2021-03-17 12:09:31,268 [main:66] - Compilation checking started
2021-03-17 12:09:31,269 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:31,270 [main:17] - Swap 60 of 101
2021-03-17 12:09:31,270 [main:40] - SWAPING PsiElement(IDENTIFIER) and PsiElement(RPAR)
2021-03-17 12:09:31,365 [main:66] - Compilation checking started
2021-03-17 12:09:31,366 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:31,367 [main:17] - Swap 61 of 101
2021-03-17 12:09:31,367 [main:40] - SWAPING PsiElement(IDENTIFIER) and PsiElement(REGULAR_STRING_PART)
2021-03-17 12:09:31,458 [main:66] - Compilation checking started
2021-03-17 12:09:31,459 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:31,460 [main:17] - Swap 62 of 101
2021-03-17 12:09:31,460 [main:40] - SWAPING Element(REFERENCE_EXPRESSION) and PsiElement(DOT)
2021-03-17 12:09:31,579 [main:66] - Compilation checking started
2021-03-17 12:09:32,043 [main:17] - Swap 63 of 101
2021-03-17 12:09:32,044 [main:40] - SWAPING PsiElement(RBRACE) and PsiElement(OPEN_QUOTE)
2021-03-17 12:09:32,138 [main:66] - Compilation checking started
2021-03-17 12:09:32,139 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:32,139 [main:17] - Swap 64 of 101
2021-03-17 12:09:32,139 [main:40] - SWAPING Element(STRING_TEMPLATE) and Element(VALUE_PARAMETER_LIST)
2021-03-17 12:09:32,229 [main:66] - Compilation checking started
2021-03-17 12:09:32,230 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:32,231 [main:17] - Swap 65 of 101
2021-03-17 12:09:32,231 [main:40] - SWAPING Element(VALUE_ARGUMENT_LIST) and PsiElement(IDENTIFIER)
2021-03-17 12:09:32,318 [main:66] - Compilation checking started
2021-03-17 12:09:32,319 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:32,320 [main:17] - Swap 66 of 101
2021-03-17 12:09:32,320 [main:40] - SWAPING PsiElement(DOT) and PsiElement(OPEN_QUOTE)
2021-03-17 12:09:32,451 [main:66] - Compilation checking started
2021-03-17 12:09:32,453 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:32,453 [main:17] - Swap 67 of 101
2021-03-17 12:09:32,454 [main:40] - SWAPING Element(REFERENCE_EXPRESSION) and Element(USER_TYPE)
2021-03-17 12:09:32,541 [main:66] - Compilation checking started
2021-03-17 12:09:33,002 [main:17] - Swap 68 of 101
2021-03-17 12:09:33,002 [main:40] - SWAPING Element(STRING_TEMPLATE) and PsiElement(OPEN_QUOTE)
2021-03-17 12:09:33,093 [main:66] - Compilation checking started
2021-03-17 12:09:33,094 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:33,094 [main:17] - Swap 69 of 101
2021-03-17 12:09:33,095 [main:40] - SWAPING Element(VALUE_ARGUMENT) and PsiElement(RPAR)
2021-03-17 12:09:33,179 [main:66] - Compilation checking started
2021-03-17 12:09:33,180 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:33,180 [main:17] - Swap 70 of 101
2021-03-17 12:09:33,180 [main:40] - SWAPING Element(VALUE_PARAMETER) and PsiElement(COLON)
2021-03-17 12:09:33,261 [main:66] - Compilation checking started
2021-03-17 12:09:33,262 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:33,263 [main:17] - Swap 71 of 101
2021-03-17 12:09:33,263 [main:40] - SWAPING PsiElement(RPAR) and PsiElement(EQ)
2021-03-17 12:09:33,362 [main:66] - Compilation checking started
2021-03-17 12:09:33,363 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:33,363 [main:17] - Swap 72 of 101
2021-03-17 12:09:33,364 [main:40] - SWAPING PsiElement(EQ) and Element(DOT_QUALIFIED_EXPRESSION)
2021-03-17 12:09:33,461 [main:66] - Compilation checking started
2021-03-17 12:09:33,462 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:33,463 [main:17] - Swap 73 of 101
2021-03-17 12:09:33,463 [main:40] - SWAPING Element(VALUE_ARGUMENT) and Element(STRING_TEMPLATE)
2021-03-17 12:09:33,552 [main:66] - Compilation checking started
2021-03-17 12:09:34,197 [main:17] - Swap 74 of 101
2021-03-17 12:09:34,197 [main:40] - SWAPING Element(SHORT_STRING_TEMPLATE_ENTRY) and PsiElement(RPAR)
2021-03-17 12:09:34,284 [main:66] - Compilation checking started
2021-03-17 12:09:34,285 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,286 [main:17] - Swap 75 of 101
2021-03-17 12:09:34,286 [main:40] - SWAPING PsiElement(REGULAR_STRING_PART) and Element(RETURN)
2021-03-17 12:09:34,380 [main:66] - Compilation checking started
2021-03-17 12:09:34,381 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,382 [main:17] - Swap 76 of 101
2021-03-17 12:09:34,382 [main:40] - SWAPING PsiElement(LBRACE) and Element(SHORT_STRING_TEMPLATE_ENTRY)
2021-03-17 12:09:34,466 [main:66] - Compilation checking started
2021-03-17 12:09:34,467 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,467 [main:17] - Swap 77 of 101
2021-03-17 12:09:34,468 [main:40] - SWAPING PsiElement(for) and Element(LITERAL_STRING_TEMPLATE_ENTRY)
2021-03-17 12:09:34,579 [main:66] - Compilation checking started
2021-03-17 12:09:34,580 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,580 [main:17] - Swap 78 of 101
2021-03-17 12:09:34,581 [main:40] - SWAPING PsiElement(RPAR) and Element(STRING_TEMPLATE)
2021-03-17 12:09:34,688 [main:66] - Compilation checking started
2021-03-17 12:09:34,689 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,690 [main:17] - Swap 79 of 101
2021-03-17 12:09:34,690 [main:40] - SWAPING Element(TYPE_REFERENCE) and Element(VALUE_PARAMETER)
2021-03-17 12:09:34,783 [main:66] - Compilation checking started
2021-03-17 12:09:34,784 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,784 [main:17] - Swap 80 of 101
2021-03-17 12:09:34,785 [main:40] - SWAPING PsiElement(CLOSING_QUOTE) and Element(FUN)
2021-03-17 12:09:34,898 [main:66] - Compilation checking started
2021-03-17 12:09:34,902 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:34,903 [main:17] - Swap 81 of 101
2021-03-17 12:09:34,904 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(BINARY_EXPRESSION)
2021-03-17 12:09:35,002 [main:66] - Compilation checking started
2021-03-17 12:09:35,003 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,004 [main:17] - Swap 82 of 101
2021-03-17 12:09:35,004 [main:40] - SWAPING PsiElement(IDENTIFIER) and Element(TYPE_PARAMETER)
2021-03-17 12:09:35,088 [main:66] - Compilation checking started
2021-03-17 12:09:35,088 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,089 [main:17] - Swap 83 of 101
2021-03-17 12:09:35,090 [main:40] - SWAPING Element(DESTRUCTURING_DECLARATION_ENTRY) and PsiElement(RPAR)
2021-03-17 12:09:35,184 [main:66] - Compilation checking started
2021-03-17 12:09:35,186 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,186 [main:17] - Swap 84 of 101
2021-03-17 12:09:35,186 [main:40] - SWAPING Element(DESTRUCTURING_DECLARATION_ENTRY) and Element(VALUE_PARAMETER_LIST)
2021-03-17 12:09:35,288 [main:66] - Compilation checking started
2021-03-17 12:09:35,290 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,291 [main:17] - Swap 85 of 101
2021-03-17 12:09:35,291 [main:40] - SWAPING Element(OPERATION_REFERENCE) and Element(REFERENCE_EXPRESSION)
2021-03-17 12:09:35,390 [main:66] - Compilation checking started
2021-03-17 12:09:35,391 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,392 [main:17] - Swap 86 of 101
2021-03-17 12:09:35,392 [main:40] - SWAPING PsiElement(LBRACE) and PsiElement(RPAR)
2021-03-17 12:09:35,483 [main:66] - Compilation checking started
2021-03-17 12:09:35,484 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,485 [main:17] - Swap 87 of 101
2021-03-17 12:09:35,485 [main:40] - SWAPING BLOCK and Element(VALUE_ARGUMENT)
2021-03-17 12:09:35,621 [main:66] - Compilation checking started
2021-03-17 12:09:35,622 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,622 [main:17] - Swap 88 of 101
2021-03-17 12:09:35,622 [main:40] - SWAPING PsiElement(IDENTIFIER) and PsiElement(RPAR)
2021-03-17 12:09:35,710 [main:66] - Compilation checking started
2021-03-17 12:09:35,711 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,711 [main:17] - Swap 89 of 101
2021-03-17 12:09:35,712 [main:40] - SWAPING PsiElement(CLOSING_QUOTE) and BLOCK
2021-03-17 12:09:35,793 [main:66] - Compilation checking started
2021-03-17 12:09:35,794 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,795 [main:17] - Swap 90 of 101
2021-03-17 12:09:35,795 [main:40] - SWAPING PsiElement(LBRACE) and PsiElement(LPAR)
2021-03-17 12:09:35,876 [main:66] - Compilation checking started
2021-03-17 12:09:35,878 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:35,878 [main:17] - Swap 91 of 101
2021-03-17 12:09:35,878 [main:40] - SWAPING PsiElement(REGULAR_STRING_PART) and Element(TYPE_REFERENCE)
2021-03-17 12:09:36,001 [main:66] - Compilation checking started
2021-03-17 12:09:36,002 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:36,003 [main:17] - Swap 92 of 101
2021-03-17 12:09:36,003 [main:40] - SWAPING Element(LOOP_RANGE) and Element(BODY)
2021-03-17 12:09:36,106 [main:66] - Compilation checking started
2021-03-17 12:09:36,624 [main:17] - Swap 93 of 101
2021-03-17 12:09:36,624 [main:40] - SWAPING PsiElement(IDENTIFIER) and PsiElement(return)
2021-03-17 12:09:36,727 [main:66] - Compilation checking started
2021-03-17 12:09:36,728 [main:71] - Wrong syntax or breaks conditions
2021-03-17 12:09:36,729 [main:17] - Swap 94 of 101
